Time, Probe1, const_0V
0.5, 0.2854999899864197, 0.0
1.0, 0.7890999913215637, 0.0
1.5, 1.3295999765396118, 0.0
2.0, 1.8580000400543213, 0.0
2.5, 2.4000000953674316, 0.0
3.0, 2.974100112915039, 0.0
